,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,-0.1340506,-0.3068224,-0.3005344,-0.39336905,0.20096466,0.39762324,-0.38891387,0.1407497,-0.33391008,0.3627614,-0.40297428,0.26239175,-0.6427502,0.15417805,-0.17222339,0.34994718,-0.16835798,0.08897176,0.26042184,-0.12901089,0.12415824,-0.6799361,0.20164181,-0.44444153,0.27720913,0.29523414,0.07232271,0.36078453,0.105817325,0.33151624
2,-0.5181302,0.4375755,0.6567386,0.22082178,-0.009725642,1.3789135,0.33282655,0.17891154,0.58177596,-0.47390002,-0.53596646,-0.08544932,0.14051194,0.10417269,0.0039232317,0.037346903,0.15002725,-0.4648905,0.46307188,0.69976276,-0.12228845,0.30027854,-0.5328521,0.25841358,0.31471682,0.061146867,0.3294345,-0.09824313,0.025528373,0.45745265
3,-0.28046933,-0.58172816,0.71403116,-0.32773635,0.5139709,0.3058578,0.25893202,0.21641341,-0.041480113,0.29924655,0.59641194,0.1607321,-0.21831001,0.5725146,0.036832586,0.09360203,0.32933939,-0.28780103,-0.34354013,-0.7024623,0.17530043,0.2198279,0.2531078,0.28640655,-0.046160698,-0.34958503,0.21429768,0.19533423,0.4524856,-0.42417383
4,-0.6880492,-0.7514363,-0.17790821,0.30332425,0.15670708,-0.74999386,0.07239715,-0.051986445,-0.49941105,-0.55768496,0.2751619,0.03021122,0.054710627,-0.19121067,0.009481755,0.0301014,0.25673333,0.20888115,-0.33535537,-0.5923747,-0.07967974,0.37703913,-0.12517522,0.17535673,0.27925897,0.05085484,-0.69703805,0.0504278,0.20666035,0.23244186
5,-0.52249813,-0.45574793,-0.6290698,-0.090218246,-0.030206496,-0.45346832,-0.68249655,0.022792049,0.39554384,0.57096946,-0.7495061,0.22158171,0.3268291,0.17489013,0.09667153,0.29116404,0.23883882,0.1361261,0.40037885,0.10695737,0.077702925,0.35689318,-0.38590774,0.14544505,0.2708098,-0.4015762,0.12236463,-0.057243176,0.055672374,0.2205241
6,0.9685541,0.51870865,-0.32309756,0.3001678,0.10996953,0.066415936,0.122474246,0.26116848,-0.44186366,0.019459046,0.50949556,-0.04634188,-0.40186414,-0.63343954,0.3791425,0.33724758,0.44574317,0.110626586,-0.7614202,-0.78368926,0.12812431,-0.19132386,0.39477438,-0.0072707064,-0.09074744,0.030241646,-0.4621517,0.016067037,0.31112084,0.33508283
7,0.9491708,0.43355447,0.11272249,-0.35104236,-0.11712173,0.2736653,0.27688482,-0.2151642,-0.728088,0.3982795,0.5303737,0.34840477,-0.13962485,-0.7672387,-0.37407872,0.1207666,-0.535024,-0.3842098,0.84955996,0.8138527,0.26572147,-0.39231476,0.24816017,0.060630366,-0.17085946,-0.09885322,-0.5863505,0.010002281,0.39594993,0.22714166
8,-0.46921942,0.3891911,-0.18567845,-0.06324308,-0.3160334,-0.15900518,0.005101936,0.55957186,0.26395056,-0.71249974,-0.07754086,-0.118293405,0.0028906432,0.11274255,0.28895283,0.26384088,0.36627275,-0.17410943,0.0018408168,-0.25530517,-0.10463852,0.24222606,0.50356114,-0.58895665,0.34115645,0.33874586,-0.3195875,-0.27677178,0.5743362,-0.33654413
9,-0.46668977,-0.92469853,-0.067615375,-0.15356402,0.45431718,-0.33123896,-0.31948027,0.3145067,0.14543484,-0.40657094,-0.21762815,0.16966777,-0.6624419,-0.48819518,-0.022946166,0.04610793,0.44697794,-0.31127894,-0.4610627,0.39075655,0.16770999,0.7550207,-0.611008,0.15763932,-0.0070691933,-0.114072956,0.29703322,0.3247825,-0.33587554,-0.6381208
10,-0.5861915,0.059231002,0.53059715,0.43879703,0.008674153,0.38573843,-0.55152076,-0.3332327,-0.124727875,-0.5952621,0.03173017,0.22699745,-0.15519436,0.3579676,-0.22811227,0.35385382,-0.0989556,-0.6414856,-0.10849996,0.15687692,0.1476003,-0.015758034,-0.4314903,0.18331252,-0.120061755,0.2543043,0.09976239,0.18997945,-0.43630648,0.29348573
